"gyros_belt_x","gyros_belt_y","gyros_belt_z","magnet_belt_x","magnet_belt_y","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_y","gyros_arm_z","magnet_arm_x","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","accel_forearm_x","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
0.02,0,-0.02,-9,605,-133,15.9,-163,34,-0.02,-0.02,-361,512,13.0286334,-70.70454033,-84.67054396,37,0,-61,21.5,-63.7,-146,36,0.02,-0.02,192,-214,-7,659,468,"A"
0.02,0,-0.02,-5,602,-133,15.9,-163,34,-0.02,0,-366,521,13.35451266,-70.63995378,-84.64918975,37,-0.02,-73,21.4,-63.7,-145,36,0.02,0,192,-214,-9,658,476,"A"
0.03,0,-0.02,0,605,-133,15.9,-163,34,-0.02,0,-374,513,12.85074981,-70.27811982,-85.14078134,37,-0.02,-70,21.4,-63.7,-145,36,0.02,0,192,-214,-11,647,471,"A"
0.03,0,-0.02,-7,604,-133,15.8,-164,34,-0.03,0.02,-367,516,13.0717973,-69.89446597,-85.46526697,37,-0.02,-58,21.4,-63.7,-145,36,0,-0.02,193,-215,-11,655,463,"A"
0.06,0,0,-5,598,-133,15.6,-164,34,-0.02,-0.02,-371,514,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,21.1,-63.7,-145,36,0.02,-0.02,192,-211,-12,655,474,"A"
0.06,0.02,0,-5,601,-133,15.5,-164,34,-0.02,-0.03,-368,510,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,21.1,-63.7,-145,36,0.02,0.02,189,-213,-11,652,470,"A"
0.06,0,-0.02,-5,603,-133,15.5,-164,34,-0.02,-0.02,-367,515,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,21,-63.7,-145,36,0.02,0.02,192,-216,-6,654,476,"A"
0.05,0,-0.02,0,603,-133,15.4,-164,34,-0.02,-0.02,-369,514,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,21,-63.8,-145,36,0.02,-0.02,194,-215,-10,654,469,"A"
0.03,0,-0.02,0,603,-134,15.3,-164,34,0,-0.03,-365,515,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,20.8,-63.8,-145,36,0.02,0,195,-215,-9,655,470,"A"
0,0.02,-0.02,2,596,-134,15.3,-164,34,0,-0.02,-372,511,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,20.7,-63.8,-145,36,0.02,0,194,-213,-11,656,473,"A"
-0.02,0.02,-0.02,2,610,-134,15.3,-164,34,0,-0.02,-367,511,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,20.6,-63.7,-145,36,0.03,-0.02,194,-212,-13,655,476,"A"
-0.03,0.02,-0.02,5,601,-134,15.3,-164,34,0,-0.03,-361,535,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,20.6,-63.6,-145,36,0.02,-0.02,192,-215,-7,658,466,"A"
-0.02,0.02,-0.03,-6,605,-134,15.2,-164,34,-0.02,0,-367,515,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,20.4,-63.6,-144,36,0.02,0,193,-217,-14,653,469,"A"
0,0.02,-0.03,0,598,-134,15.1,-164,34,-0.02,0,-369,512,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,20.3,-63.7,-144,36,0.02,0,195,-214,-18,653,476,"A"
0,0,-0.03,-3,600,-134,15.1,-164,34,-0.03,-0.02,-360,521,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,20.3,-63.6,-144,36,0.03,0,193,-213,-8,652,462,"A"
0,0,-0.03,-5,607,-134,15,-164,34,-0.03,-0.02,-361,515,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,20.2,-63.6,-144,36,0.03,0,191,-215,-11,656,471,"A"
0,0,-0.03,-6,605,-134,14.8,-164,34,-0.03,0,-364,512,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,20.1,-63.5,-144,36,0.02,-0.02,191,-214,-13,657,470,"A"
0,0,-0.03,-3,605,-134,14.7,-164,34,-0.03,0,-365,514,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,20,-63.5,-144,36,0,0,192,-214,-11,655,472,"A"
0,0,-0.03,-4,606,-134,14.6,-164,34,-0.03,0,-365,515,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,19.9,-63.6,-144,36,0.02,-0.02,195,-215,-4,658,471,"A"
0.02,0,-0.03,-4,603,-134,14.5,-164,34,-0.02,-0.03,-367,510,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,19.9,-63.6,-144,36,0,-0.02,192,-213,-6,654,462,"A"
0.02,0,-0.03,-2,604,-134,14.5,-164,34,-0.02,-0.05,-367,514,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,19.9,-63.6,-144,36,0.02,-0.02,193,-214,-9,659,466,"A"
0,0.02,-0.03,-3,601,-134,14.5,-164,34,0,-0.05,-367,521,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,19.9,-63.6,-144,36,0,-0.02,196,-213,-8,655,475,"A"
0,0,-0.05,-4,620,-135,14.3,-164,34,-0.02,0,-369,514,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,19.8,-63.6,-144,36,0.03,-0.02,193,-211,-12,653,479,"A"
0.02,0,-0.05,-2,602,-135,14.3,-164,34,-0.02,-0.02,-367,530,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,19.8,-63.5,-144,36,0.03,-0.02,193,-214,-14,653,472,"A"
0.02,0,-0.05,-2,608,-135,14.2,-164,34,-0.02,-0.02,-373,511,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,19.8,-63.5,-144,36,0.03,-0.02,191,-214,-8,657,476,"A"
0.03,-0.02,-0.05,1,605,-135,14.2,-164,34,-0.02,-0.02,-375,519,13.2272917,-70.91576678,-84.40838906,37,-0.02,-73,19.7,-63.5,-144,36,0.02,0,194,-215,-7,648,472,"A"
0.03,0,-0.03,-4,601,-135,14.1,-164,34,0,-0.03,-373,516,54.35838085,16.23391547,-99.813275,3,4.37,-103,19.5,-63.5,-143,36,0.02,0,194,-213,-8,652,473,"A"
0.03,0,-0.03,-2,612,-135,14.1,-164,34,-0.02,-0.02,-366,509,57.07881998,15.95869629,-97.2567224,3,0.43,-87,19.5,-63.5,-143,36,0.02,-0.02,194,-214,-4,647,468,"A"
0.03,0,-0.03,-1,606,-135,14,-165,34,-0.02,0,-364,512,72.98216077,17.48204333,-81.06189412,4,0.48,-98,19.5,-63.5,-143,36,0.02,0,194,-213,-8,648,468,"A"
0.02,0,-0.02,-8,604,-135,13.9,-165,34,-0.02,0.02,-362,509,100.5474081,31.90242941,-44.92289294,4,0.51,-91,19.4,-63.4,-143,36,0.02,-0.02,191,-214,-7,655,463,"A"
0.02,0,-0.05,-6,615,-135,13.9,-165,34,0,0.02,-363,510,100.5474081,31.90242941,-44.92289294,4,0.51,-91,19.3,-63.4,-143,36,0.02,0,191,-215,-12,656,470,"A"
0.02,-0.02,-0.03,-7,608,-135,13.9,-165,34,-0.02,0.02,-372,515,99.39757848,25.68139174,-50.36214196,4,0.51,-86,19.2,-63.5,-143,36,0,0,191,-215,-12,655,470,"A"
0.02,0,-0.05,0,606,-135,13.8,-165,34,-0.02,0.02,-369,515,103.4620508,19.46523119,-49.24857659,5,0.51,-73,19,-63.5,-143,36,0.02,-0.02,193,-214,-6,650,475,"A"
0.03,0.02,-0.03,-4,603,-135,13.8,-165,34,0,0,-372,513,101.1974236,17.43114302,-52.4777116,5,0.5,-65,19.1,-63.5,-143,36,0.02,-0.03,193,-212,-13,651,472,"A"
0.03,0,0,-4,610,-135,13.8,-165,34,-0.02,0,-363,511,101.1974236,17.43114302,-52.4777116,5,0.5,-65,19,-63.5,-143,36,0,-0.02,192,-211,-7,655,464,"A"
0.03,0,0,-2,608,-135,13.8,-165,34,-0.02,-0.02,-367,510,105.2744319,22.33063829,-45.8842055,6,0.45,-71,19,-63.5,-143,36,0.02,-0.02,195,-215,-11,654,467,"A"
0.03,0,-0.02,0,606,-135,13.8,-165,34,-0.02,-0.02,-370,510,117.1941746,23.24646846,-31.79857956,6,0.42,-69,19,-63.4,-143,36,0.02,0,193,-213,-7,655,471,"A"
0.03,0,-0.02,-6,603,-135,13.8,-165,34,-0.02,0,-367,518,123.7075443,27.6039401,-18.27130115,6,0.4,-68,19,-63.4,-143,36,0.02,-0.03,195,-216,-16,653,466,"A"
0.03,0,-0.02,-1,609,-135,13.8,-165,34,-0.02,0,-360,512,122.7417762,29.1380372,-17.64712749,6,0.39,-71,19,-63.4,-143,36,0,-0.02,189,-213,-12,654,469,"A"
0.03,0,-0.02,0,612,-135,13.8,-165,34,-0.02,0.02,-369,527,118.1,29.6,-24.6,6,0.35,-63,19,-63.4,-143,36,0.02,0,195,-213,-10,653,475,"A"
-0.51,-0.03,-0.43,13,559,-167,-9.76,151,25,0,-0.11,-432,460,-78.49260198,-62.3470018,41.09498819,3,-0.16,-155,83.5,-1.79,108,35,0.1,-0.03,151,-198,-139,741,636,"A"
-0.51,-0.03,-0.43,14,565,-167,-9.75,151,25,-0.02,-0.1,-427,461,-93.11186058,-36.07828575,50.22203639,3,-0.13,-151,83.5,-1.76,108,35,0.08,-0.03,152,-197,-144,747,633,"A"
-0.53,-0.02,-0.46,9,555,-168,-9.79,150,25,-0.03,-0.08,-432,454,-101.6058237,-21.97222611,50.00949399,5,-0.08,-137,83.5,-1.6,108,35,0.08,-0.02,152,-198,-146,744,640,"A"
-0.51,-0.03,-0.48,10,566,-168,-9.76,150,25,-0.05,-0.07,-428,450,-76.76639489,-8.179190334,79.64545504,5,-0.05,-123,83.5,-1.56,108,35,0.03,-0.03,147,-196,-139,742,628,"A"
-0.51,-0.03,-0.48,8,567,-168,-9.74,150,25,-0.03,-0.05,-426,455,-76.87968291,7.732937594,79.60293262,5,-0.02,-124,83.4,-1.53,108,35,0.02,-0.03,146,-198,-145,749,628,"A"
-0.5,-0.03,-0.46,10,560,-168,-9.67,150,25,-0.05,-0.05,-430,450,-63.19692458,37.60114853,80.15875839,6,-0.02,-113,83.3,-1.44,107,35,-0.03,-0.06,157,-193,-143,750,639,"A"
-0.48,-0.03,-0.46,13,559,-169,-9.44,149,25,-0.03,-0.07,-436,452,-35.00783839,19.72604823,116.4709172,8,0.02,-95,83,-0.93,107,34,0.1,-0.1,154,-191,-147,751,633,"A"
-0.47,-0.03,-0.48,3,561,-169,-9.4,149,25,-0.05,-0.11,-428,450,-37.8529583,23.62425587,111.8050552,8,-0.02,-89,83.1,-0.82,107,35,0.08,-0.05,157,-192,-148,751,631,"A"
-0.47,-0.05,-0.48,4,568,-169,-9.37,149,25,-0.03,-0.11,-429,469,-35.63049267,18.71240629,116.4377824,9,-0.03,-85,83.1,-0.73,107,35,0.08,-0.08,153,-193,-153,756,638,"A"
-0.4,-0.05,-0.46,4,564,-170,-9.28,148,25,-0.05,-0.1,-426,460,-28.97517014,6.598193217,127.3199636,9,-0.13,-74,82.9,-0.56,107,34,0.08,-0.03,153,-191,-153,751,642,"A"
-0.42,-0.05,-0.44,-2,555,-171,-9.28,148,25,-0.05,-0.07,-427,459,1.322947318,30.91709584,126.1323593,8,-0.05,-70,82.8,-0.57,106,34,0.1,0.02,152,-192,-154,752,644,"A"
-0.45,-0.02,-0.46,10,564,-171,-9.25,147,25,-0.05,-0.05,-427,451,-20.03392952,23.57896603,125.8882459,12,0.03,-53,82.8,-0.53,106,34,0.1,-0.06,148,-195,-151,756,642,"A"
-0.47,-0.03,-0.46,7,566,-171,-9.24,147,25,-0.05,-0.05,-437,458,-37.12256309,21.60333891,113.585466,12,-0.05,-42,82.8,-0.53,106,34,0.11,0,144,-197,-153,746,646,"A"
-0.5,-0.05,-0.46,1,568,-171,-9.23,147,25,-0.05,-0.08,-430,455,-10.06653219,12.82545526,140.7409482,11,0.1,-45,82.7,-0.67,106,34,0.08,0.05,151,-196,-150,754,650,"A"
-0.51,-0.03,-0.46,-4,564,-172,-9.23,147,25,-0.05,-0.05,-433,459,-2.836887421,18.0626014,138.7907476,11,0.13,-45,82.7,-0.68,106,34,0.06,0,151,-194,-155,758,647,"A"
-0.51,-0.03,-0.46,1,567,-172,-9.22,147,25,-0.06,-0.03,-433,455,-6.823943896,16.63620836,139.0740226,10,0.11,-45,82.7,-0.62,106,33,0.06,-0.05,144,-195,-153,756,642,"A"
-0.45,-0.03,-0.44,-1,566,-172,-9.22,146,25,-0.06,0.03,-435,469,-42.84574286,-1.122910524,114.2172102,9,0.06,-48,82.6,-0.9,106,35,0.08,0,152,-184,-148,746,651,"A"
-0.4,-0.03,-0.44,1,565,-172,-9.22,146,25,-0.03,-0.03,-436,446,-42.45143963,22.28477886,108.4418031,10,-0.03,-45,82.5,-0.77,106,34,0.16,-0.05,158,-183,-149,754,657,"A"
-0.4,-0.03,-0.44,-2,568,-172,-9.19,146,25,-0.02,-0.02,-438,455,-37.6742285,23.44968017,112.0619456,11,-0.1,-49,82.5,-0.69,107,34,0.16,-0.05,152,-186,-151,751,651,"A"
-0.39,-0.02,-0.44,4,567,-172,-9.16,146,25,-0.02,-0.02,-441,447,-40.92809354,15.43656415,113.0044707,11,-0.14,-49,82.6,-0.64,107,34,0.18,-0.03,156,-185,-151,755,650,"A"
-0.39,-0.02,-0.44,5,561,-172,-9.13,145,25,0,-0.02,-429,461,-48.64626212,13.0229409,106.4200986,12,-0.16,-44,82.6,-0.58,107,34,0.22,-0.03,153,-188,-148,751,646,"A"
-0.4,-0.02,-0.43,3,567,-172,-9.1,145,25,-0.02,-0.03,-434,450,-43.26190002,17.55883586,109.9336377,12,-0.18,-49,82.7,-0.56,107,34,0.24,0,146,-190,-150,756,643,"A"
-0.43,-0.03,-0.46,7,565,-173,-8.79,144,25,-0.03,-0.08,-430,452,-48.55030681,7.265442432,107.8937096,10,-0.19,-46,82.2,-0.69,107,35,0.06,0,156,-198,-150,749,664,"A"
-0.43,-0.03,-0.44,6,568,-173,-8.75,144,25,-0.05,-0.07,-434,447,-40.43208654,9.583718772,115.3964837,10,-0.21,-45,82.1,-0.72,107,34,0.06,0.02,149,-196,-148,746,656,"A"
-0.42,-0.03,-0.46,1,565,-173,-8.7,144,25,-0.03,-0.05,-432,449,-32.87926915,14.52588487,120.9101312,9,-0.22,-51,82,-0.79,107,34,0.06,0.05,150,-197,-154,759,657,"A"
-0.4,-0.03,-0.46,5,569,-174,-8.65,144,25,-0.05,-0.05,-425,450,-27.65777757,20.90487645,122.0712331,9,-0.22,-49,81.9,-0.83,107,35,0.05,0.03,154,-197,-147,748,659,"A"
-0.42,-0.03,-0.48,2,570,-174,-8.63,144,25,-0.05,-0.08,-430,449,-24.47814054,21.08562974,124.4842447,9,-0.19,-37,81.9,-0.84,107,34,0.05,0,155,-194,-146,751,659,"A"
-0.43,-0.03,-0.46,9,563,-174,-8.55,144,25,-0.08,-0.08,-425,449,-34.77387824,16.04244826,118.4938874,10,-0.13,-39,81.9,-0.86,107,34,0.1,0.02,152,-192,-147,749,656,"A"
-0.43,-0.03,-0.44,0,564,-174,-8.48,144,25,-0.08,-0.07,-429,452,-37.20402256,15.02480607,116.6765307,10,-0.13,-52,81.9,-0.88,107,35,0.11,0.02,154,-194,-152,750,654,"A"
-0.43,-0.03,-0.44,-3,567,-174,-8.42,144,25,-0.08,-0.03,-432,451,-37.63476913,10.52014379,117.8584684,10,-0.13,-35,81.9,-0.87,107,35,0.13,0,158,-193,-144,751,661,"A"
-0.42,-0.03,-0.46,6,567,-174,-8.26,144,25,-0.1,0.02,-429,452,-32.52143936,1.101787632,124.5381518,9,-0.13,-29,82,-0.84,107,34,0.14,0,152,-191,-141,751,658,"A"
-0.42,-0.03,-0.43,-2,567,-174,-8.05,144,25,-0.08,0.02,-424,457,-27.18662723,4.476989256,129.5082719,9,-0.13,-39,82,-0.8,107,34,0.16,-0.02,148,-191,-149,759,658,"A"
-0.4,-0.03,-0.43,7,565,-174,-7.93,144,25,-0.06,0.02,-435,443,-36.14756337,7.508824506,120.0894639,10,-0.13,-40,82.1,-0.79,107,34,0.14,0,155,-188,-149,750,658,"A"
-0.42,-0.03,-0.44,6,563,-175,-7.68,143,25,-0.05,-0.05,-424,450,-47.31322066,16.47883874,106.522752,11,-0.14,-35,82.2,-0.7,107,35,0.14,-0.03,154,-189,-146,753,662,"A"
-0.42,-0.03,-0.46,5,567,-175,-7.59,143,25,-0.05,-0.08,-431,455,-40.37061302,21.1695613,110.907104,11,-0.14,-33,82.2,-0.62,107,35,0.16,-0.05,156,-188,-151,755,665,"A"
-0.43,-0.03,-0.46,9,565,-175,-7.39,143,25,-0.05,-0.08,-422,445,-32.23723077,17.79833095,119.9385741,11,-0.14,-32,82.2,-0.39,107,34,0.14,-0.1,153,-186,-152,757,657,"A"
-0.43,-0.03,-0.44,4,564,-175,-7.15,143,25,-0.05,-0.02,-426,454,-33.62702056,14.18907058,120.3605401,11,-0.14,-22,82.1,-0.26,107,34,0.18,0.03,160,-188,-156,755,658,"A"
-0.43,-0.03,-0.43,2,564,-175,-7.08,143,25,-0.06,-0.03,-429,449,-38.08890352,12.75215819,116.7015415,10,-0.1,-20,82,-0.21,107,34,0.16,-0.02,148,-187,-153,754,664,"A"
-0.42,-0.03,-0.44,5,569,-176,-7.03,143,25,-0.05,-0.03,-428,456,-32.6935205,16.12691755,120.3548899,10,-0.08,-20,82,-0.23,107,34,0.14,0.02,153,-187,-155,753,666,"A"
-0.42,-0.03,-0.44,6,563,-176,-7.01,143,25,-0.05,-0.03,-427,452,-28.37212206,14.04260799,125.2476451,10,-0.1,-17,81.9,-0.27,107,34,0.11,0.03,156,-185,-152,751,667,"A"
-0.42,-0.05,-0.44,4,563,-176,-7,143,25,-0.05,-0.05,-418,455,-23.84574407,11.8378286,130.3542142,10,-0.1,-22,81.8,-0.32,107,34,0.11,0.05,160,-184,-155,752,675,"A"
-0.42,-0.03,-0.44,3,564,-176,-7.03,143,25,-0.05,-0.05,-426,454,-29.69769938,12.13865161,124.8553952,10,-0.1,-25,81.7,-0.32,107,34,0.14,0,154,-183,-159,754,671,"A"
-0.43,-0.03,-0.44,6,569,-176,-7.04,142,25,-0.05,-0.07,-425,454,-31.68858092,10.06890624,123.7223996,10,-0.08,-23,81.6,-0.31,107,33,0.14,0,150,-184,-149,752,677,"A"
-0.43,-0.03,-0.46,7,565,-8.81,15.9,10.7,3,0.4,-0.43,-418,494,-26.58608945,12.22910194,127.6906541,11,-0.05,-14,81.6,-0.33,107,34,0.14,0.02,158,-181,-160,754,674,"A"
-0.43,-0.03,-0.44,6,567,-8.6,15.4,10,3,-0.24,0.13,-416,496,-28.8,16.1,123.9,11,-0.03,-22,81.6,-0.36,107,34,0.18,0.03,158,-184,-153,753,673,"A"
-0.43,-0.03,-0.46,3,573,-8.36,14.6,8.83,3,-0.24,0.13,-423,493,-30.88789615,15.2586839,122.4015434,11,-0.05,-10,81.6,-0.36,108,34,0.21,0.02,156,-183,-154,756,677,"A"
-0.43,-0.03,-0.46,2,560,-8.14,13.9,7.58,3,-0.24,0.11,-419,505,-30.17074541,12.1012718,124.4290135,11,-0.05,-27,81.6,-0.32,108,34,0.21,-0.02,153,-183,-159,758,676,"A"
-0.43,-0.03,-0.44,2,569,-7.92,13.2,6.35,3,-0.24,0.13,-416,493,-34.13867407,9.580194295,121.5155516,11,-0.05,-20,81.7,-0.26,108,34,0.19,-0.03,153,-183,-163,765,677,"A"
-0.43,-0.03,-0.44,4,572,-7.41,11.8,3.93,3,-0.24,0.15,-417,500,-25.91760456,12.37114137,128.237027,11,-0.06,-9,81.6,-0.25,108,34,0.11,0.03,150,-184,-156,759,676,"A"
-0.43,-0.03,-0.44,4,571,-7.2,11.2,2.71,2,-0.26,0.11,-420,499,-24.35674266,10.63133197,130.4169465,11,-0.1,-16,81.4,-0.33,108,35,0.1,0.06,157,-186,-154,765,691,"A"
-0.43,-0.03,-0.44,-2,567,-6.99,10.6,1.47,3,-0.26,0.13,-417,490,-32.01352092,9.850136518,123.4807369,10,-0.11,-10,81.3,-0.4,108,34,0.06,0.05,146,-186,-152,759,678,"A"
-0.43,-0.03,-0.46,1,569,-6.61,9.48,-1.12,3,-0.24,0.15,-419,496,-41.30257816,16.72049092,112.1293364,10,-0.13,-18,80.9,-0.62,107,34,-0.02,0.08,155,-186,-157,764,683,"A"
-0.45,-0.03,-0.44,9,571,-6.13,8.45,-3.72,3,-0.24,0.16,-420,507,-23.56194865,23.56194865,123.434269,10,-0.11,-10,80.5,-0.81,107,33,0.1,0.06,165,-178,-152,762,687,"A"
-0.42,-0.03,-0.44,3,567,-5.69,7.5,-6.4,3,-0.24,0.16,-411,494,-24.90096638,9.658481907,130.2965511,10,-0.13,-10,80.5,-0.92,107,33,0.24,0.08,160,-177,-153,752,690,"A"
-0.4,-0.02,-0.44,7,569,-5.23,6.64,-9.17,3,-0.24,0.18,-410,497,-31.12177532,7.151182966,125.0925881,10,-0.13,-13,80.9,-1.03,108,34,0.31,0.06,165,-177,-150,757,682,"A"
-0.42,-0.02,-0.43,0,567,-5.02,6.23,-10.6,3,-0.22,0.18,-415,508,-30.76116462,9.096035692,124.9164633,10,-0.11,-25,81,-0.99,108,34,0.29,0,157,-181,-157,764,689,"A"
-0.43,-0.02,-0.44,2,568,-4.66,5.39,-13.4,3,-0.22,0.15,-413,501,-34.6898822,14.04543456,119.4286364,10,-0.11,-9,81.1,-0.77,108,34,0.18,-0.08,144,-188,-154,756,690,"A"
-0.43,-0.02,-0.46,7,564,-4.45,4.63,-16.2,4,-0.18,0.07,-412,494,-29.52778721,21.23199002,120.3287226,10,-0.13,-25,80.7,-0.7,108,34,0.06,-0.03,153,-192,-150,758,693,"A"
-0.47,-0.02,-0.44,8,567,-4.52,3.85,-18.9,4,-0.1,-0.08,-415,492,-30.88369143,14.76083979,122.6362994,10,-0.11,-14,80.3,-0.56,108,33,0.1,-0.06,163,-184,-158,766,706,"A"
-0.47,-0.02,-0.44,9,574,-4.86,2.88,-21.5,4,-0.06,-0.2,-416,504,-23.77884455,13.35356588,129.6804467,10,-0.14,-9,80.1,-0.47,108,33,0.21,0.02,166,-179,-159,757,696,"A"
-0.47,-0.02,-0.46,8,564,-5.02,2.34,-22.8,3,-0.1,-0.18,-403,504,-30.23303463,5.958438422,126.2283312,10,-0.18,-11,80.1,-0.56,108,34,0.22,0.1,170,-180,-161,768,704,"A"
-0.47,-0.02,-0.46,6,564,-5.11,1.75,-24.2,3,-0.13,-0.11,-404,522,-36.73145458,8.459743742,119.295247,10,-0.18,-15,80.1,-0.68,108,34,0.24,0.11,167,-180,-160,765,701,"A"
-0.47,-0.02,-0.46,3,562,-5.11,1.22,-25.6,3,-0.14,-0.05,-407,511,-33.95484269,6.862530311,122.3829553,10,-0.16,-11,80.1,-0.76,108,34,0.21,0.1,161,-179,-154,766,704,"A"
-0.47,-0.02,-0.46,0,571,-4.97,0.71,-27.1,3,-0.18,0.08,-397,507,-30.13864614,11.51619152,124.6851561,11,-0.11,-22,80,-0.83,109,33,0.18,0.06,155,-176,-159,757,706,"A"
-0.47,-0.02,-0.46,8,570,-3.58,-0.99,-33.4,3,-0.26,0.34,-392,515,-27.86579054,12.80587357,126.2677439,10,-0.1,-10,78.9,-1.36,108,32,-0.02,0.11,159,-170,-162,764,723,"A"
-0.45,-0.03,-0.43,1,570,-2.89,-1.59,-36.7,3,-0.24,0.28,-392,508,-26.54912731,15.6119859,126.086468,11,-0.1,-15,78.2,-1.69,108,31,0.03,0.11,160,-166,-150,757,726,"A"
-0.45,-0.02,-0.43,4,567,-2.61,-1.83,-38.4,3,-0.26,0.23,-394,509,-24.23737626,14.45070227,128.7111958,11,-0.08,-18,78,-1.84,108,30,0.08,0.11,156,-160,-146,765,736,"A"
-0.45,-0.02,-0.44,10,570,-2.23,-2.35,-43.3,3,-0.22,0.1,-397,506,-30.03078162,12.85398538,124.2539082,10,-0.08,-21,78,-2.26,108,30,0.19,0.14,152,-155,-151,760,731,"A"
-0.45,-0.02,-0.46,5,567,-2.16,-2.49,-45,3,-0.22,0.1,-397,512,-25.64762309,14.68777007,127.3576669,10,-0.06,-10,78.1,-2.34,108,30,0.24,0.1,150,-154,-145,762,738,"A"
-0.45,-0.02,-0.44,0,569,-2.06,-2.62,-46.6,3,-0.22,0.11,-392,508,-25.52493521,17.57010908,125.8662955,11,-0.06,-23,78.2,-2.43,109,30,0.22,0.1,145,-156,-150,762,730,"A"
-0.45,-0.02,-0.44,7,571,-1.95,-2.78,-48.3,3,-0.22,0.11,-396,508,-26.97447709,15.28721363,125.8836028,11,-0.06,-20,78.4,-2.57,109,31,0.18,0.13,150,-155,-148,763,730,"A"
-0.47,-0.02,-0.44,10,569,-1.83,-2.95,-49.9,3,-0.22,0.13,-401,500,-28.72839569,14.70894042,124.6113702,10,-0.08,-18,78.7,-2.68,109,31,0.13,0.1,151,-154,-142,760,720,"A"
-0.47,-0.02,-0.44,9,567,-1.71,-3.13,-51.7,3,-0.24,0.13,-403,499,-29.74736114,14.23051577,123.91338,11,-0.1,-20,78.9,-2.72,109,31,0.11,0.03,148,-159,-141,757,718,"A"
-0.51,0,-0.48,5,569,-1.37,-3.57,-56.7,3,-0.24,0.11,-401,501,-28.45727698,14.57294513,124.9202006,11,-0.1,-20,79.7,-2.59,109,29,0.13,0,141,-155,-136,749,705,"A"
-0.5,-0.02,-0.46,-5,563,-1.21,-3.77,-60,3,-0.22,0.08,-405,506,-26.72625746,15.14885713,126.1730906,11,-0.1,-19,80.6,-2.61,109,30,0.14,0.02,140,-158,-135,752,689,"A"
-0.47,-0.02,-0.48,3,566,-1.12,-3.96,-63.3,3,-0.21,0.05,-397,517,-24.1,17,127.4,10,-0.11,-16,81.5,-2.61,109,33,0.06,-0.02,147,-167,-136,755,674,"A"
-0.47,-0.02,-0.46,0,565,-1.09,-4.02,-65,3,-0.21,0.05,-396,505,-23.90482641,16.85142129,127.640179,10,-0.11,-19,81.8,-2.48,108,34,0,-0.13,155,-170,-134,749,667,"A"
-0.48,-0.02,-0.46,3,568,-1.07,-4.08,-66.6,3,-0.21,0.05,-406,505,-27.96718788,13.36584334,125.9257704,11,-0.11,-23,82,-2.32,108,33,-0.08,-0.14,140,-169,-132,743,665,"A"
-0.48,-0.02,-0.48,5,563,-1.02,-4.16,-68.2,3,-0.21,0.07,-404,501,-28.68477608,15.67404186,124.1755504,10,-0.1,-16,82.2,-2.17,108,33,-0.14,-0.16,147,-166,-127,745,662,"A"
-0.48,-0.02,-0.48,4,573,-0.95,-4.25,-69.8,3,-0.19,0.08,-405,503,-25.32791771,16.45826925,126.6743656,11,-0.1,-17,82.2,-2,108,33,-0.11,-0.16,149,-170,-135,741,655,"A"
-0.48,-0.02,-0.48,9,563,-0.85,-4.37,-71.4,3,-0.21,0.13,-403,511,-23.01752025,14.93468096,129.4930963,10,-0.1,-12,82.2,-1.87,107,32,-0.06,-0.13,153,-171,-129,740,651,"A"
-0.48,-0.03,-0.46,-3,565,-0.46,-4.44,-77.6,3,-0.21,0.1,-408,497,-15.57938628,23.49008857,128.7287004,11,-0.11,-26,83.1,-1.07,107,35,0.03,-0.18,150,-194,-133,735,630,"A"
-0.5,-0.03,-0.48,-3,567,-0.36,-4.54,-80.6,3,-0.19,0.08,-408,510,-21.48873438,15.82701621,130.2423865,11,-0.13,-25,83.4,-0.8,106,36,-0.1,-0.1,148,-201,-128,730,631,"A"
